# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.860078610479831696e-02 3.066897988319396973e-01 1.051120519638061523e+00 1.860078610479831696e-02 3.066897988319396973e-01 1.051120519638061523e+00
1.000000000000000000e+03 4.528274014592170715e-02 1.750887371599674225e-03 6.408366560935974121e-02 4.528274014592170715e-02 1.750887371599674225e-03 6.408366560935974121e-02
2.000000000000000000e+03 3.147121891379356384e-02 5.483469431055709720e-05 4.186409339308738708e-02 3.147121891379356384e-02 5.483469431055709720e-05 4.186409339308738708e-02
3.000000000000000000e+03 1.595236174762248993e-02 2.741496973612811416e-05 1.492435671389102936e-02 1.595236174762248993e-02 2.741496973612811416e-05 1.492435671389102936e-02
4.000000000000000000e+03 7.572149392217397690e-03 2.185682205890771002e-05 5.694142077118158340e-03 7.572149392217397690e-03 2.185682205890771002e-05 5.694142077118158340e-03
5.000000000000000000e+03 5.140102934092283249e-03 1.100263489206554368e-05 2.913010073825716972e-03 5.140102934092283249e-03 1.100263489206554368e-05 2.913010073825716972e-03
6.000000000000000000e+03 4.127995111048221588e-03 5.051851530879503116e-06 2.537013962864875793e-03 4.127995111048221588e-03 5.051851530879503116e-06 2.537013962864875793e-03
7.000000000000000000e+03 3.074853448197245598e-03 8.706861990503966808e-06 1.860040472820401192e-03 3.074853448197245598e-03 8.706861990503966808e-06 1.860040472820401192e-03
8.000000000000000000e+03 2.130009001120924950e-03 2.519523877708707005e-05 1.234031980857253075e-03 2.130009001120924950e-03 2.519523877708707005e-05 1.234031980857253075e-03
9.000000000000000000e+03 1.519542769528925419e-03 7.137638021958991885e-06 1.015915768221020699e-03 1.519542769528925419e-03 7.137638021958991885e-06 1.015915768221020699e-03
1.000000000000000000e+04 1.546242972835898399e-03 4.969067958882078528e-06 4.326087364461272955e-04 1.546242972835898399e-03 4.969067958882078528e-06 4.326087364461272955e-04
1.100000000000000000e+04 1.443700632080435753e-03 5.982459697406738997e-06 3.382859285920858383e-04 1.443700632080435753e-03 5.982459697406738997e-06 3.382859285920858383e-04
1.200000000000000000e+04 9.284796542488038540e-04 2.716530161706032231e-06 3.527608350850641727e-04 9.284796542488038540e-04 2.716530161706032231e-06 3.527608350850641727e-04
1.300000000000000000e+04 1.122942892834544182e-03 3.869723968819016591e-06 3.261575766373425722e-04 1.122942892834544182e-03 3.869723968819016591e-06 3.261575766373425722e-04
1.400000000000000000e+04 7.674286607652902603e-04 4.757403985422570258e-06 3.460908774286508560e-04 7.674286607652902603e-04 4.757403985422570258e-06 3.460908774286508560e-04
1.500000000000000000e+04 7.225449080578982830e-04 2.569868911450612359e-06 3.315478679724037647e-04 7.225449080578982830e-04 2.569868911450612359e-06 3.315478679724037647e-04
1.600000000000000000e+04 6.800679257139563560e-04 1.240043843608873431e-06 3.108933160547167063e-04 6.800679257139563560e-04 1.240043843608873431e-06 3.108933160547167063e-04
1.700000000000000000e+04 7.506914553232491016e-04 6.742036021023523062e-06 3.091158578172326088e-04 7.506914553232491016e-04 6.742036021023523062e-06 3.091158578172326088e-04
1.800000000000000000e+04 8.138941484503448009e-04 4.915330464427825063e-06 2.924733853433281183e-04 8.138941484503448009e-04 4.915330464427825063e-06 2.924733853433281183e-04
1.900000000000000000e+04 6.224958342500030994e-04 3.544007995515130460e-06 3.125720540992915630e-04 6.224958342500030994e-04 3.544007995515130460e-06 3.125720540992915630e-04
2.000000000000000000e+04 5.496671074070036411e-04 4.498708676692331210e-07 2.905612927861511707e-04 5.496671074070036411e-04 4.498708676692331210e-07 2.905612927861511707e-04
2.000000000000000000e+04 5.496671074070036411e-04 4.498708676692331210e-07 2.905612927861511707e-04 5.496671074070036411e-04 4.498708676692331210e-07 2.905612927861511707e-04
2.004000000000000000e+04 5.186220514588057995e-04 4.260368200448283460e-07 3.024206671398133039e-04 5.186220514588057995e-04 4.260368200448283460e-07 3.024206671398133039e-04
