# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.879294037818908691e+00 3.609385251998901367e+00 7.340242266654968262e-01 1.000000000000000000e+00 1.000000000000000000e+00 4.000000000000000000e+00 8.557942962646484375e+01 8.851661682128906250e+01 7.478489379882812500e+02 1.879294037818908691e+00 3.609385251998901367e+00 7.340242266654968262e-01 1.000000000000000000e+00 1.000000000000000000e+00 4.000000000000000000e+00 8.557942962646484375e+01 8.851661682128906250e+01 7.478489379882812500e+02
1.000000000000000000e+03 4.504884183406829834e-01 5.389287471771240234e+00 5.254677200317382812e+01 3.151260316371917725e-02 8.138267517089843750e+00 1.974095535278320312e+01 7.668054199218750000e+01 3.615673828125000000e+01 7.413122558593750000e+01 4.504884183406829834e-01 5.389287471771240234e+00 5.254677200317382812e+01 3.151260316371917725e-02 8.138267517089843750e+00 1.974095535278320312e+01 7.668054199218750000e+01 3.615673828125000000e+01 7.413122558593750000e+01
2.000000000000000000e+03 6.269643306732177734e-01 5.315114021301269531e+00 2.734098052978515625e+01 1.683499217033386230e-01 8.104636192321777344e+00 1.274348163604736328e+01 7.874613952636718750e+01 3.254154968261718750e+01 7.503158569335937500e+01 6.269643306732177734e-01 5.315114021301269531e+00 2.734098052978515625e+01 1.683499217033386230e-01 8.104636192321777344e+00 1.274348163604736328e+01 7.874613952636718750e+01 3.254154968261718750e+01 7.503158569335937500e+01
3.000000000000000000e+03 1.561066985130310059e+00 7.868347167968750000e+00 2.180162811279296875e+01 1.036800980567932129e+00 1.175605583190917969e+01 6.346072196960449219e+00 7.793386840820312500e+01 3.057191658020019531e+01 7.555740356445312500e+01 1.561066985130310059e+00 7.868347167968750000e+00 2.180162811279296875e+01 1.036800980567932129e+00 1.175605583190917969e+01 6.346072196960449219e+00 7.793386840820312500e+01 3.057191658020019531e+01 7.555740356445312500e+01
4.000000000000000000e+03 5.822816848754882812e+00 1.148721027374267578e+01 1.435639381408691406e+01 4.410987854003906250e+00 1.364007568359375000e+01 5.902375653386116028e-02 7.600638580322265625e+01 2.651590156555175781e+01 7.169605255126953125e+01 5.822816848754882812e+00 1.148721027374267578e+01 1.435639381408691406e+01 4.410987854003906250e+00 1.364007568359375000e+01 5.902375653386116028e-02 7.600638580322265625e+01 2.651590156555175781e+01 7.169605255126953125e+01
5.000000000000000000e+03 1.028029727935791016e+01 1.073971080780029297e+01 9.815545082092285156e+00 7.597657203674316406e+00 8.943149566650390625e+00 1.414757013320922852e+00 7.489928436279296875e+01 2.254312324523925781e+01 6.400751495361328125e+01 1.028029727935791016e+01 1.073971080780029297e+01 9.815545082092285156e+00 7.597657203674316406e+00 8.943149566650390625e+00 1.414757013320922852e+00 7.489928436279296875e+01 2.254312324523925781e+01 6.400751495361328125e+01
6.000000000000000000e+03 1.230409336090087891e+01 8.785057067871093750e+00 7.657212257385253906e+00 9.069418907165527344e+00 6.093517780303955078e+00 2.369475126266479492e+00 7.458689117431640625e+01 2.043893241882324219e+01 5.712337875366210938e+01 1.230409336090087891e+01 8.785057067871093750e+00 7.657212257385253906e+00 9.069418907165527344e+00 6.093517780303955078e+00 2.369475126266479492e+00 7.458689117431640625e+01 2.043893241882324219e+01 5.712337875366210938e+01
7.000000000000000000e+03 1.335913562774658203e+01 7.220643997192382812e+00 6.177503108978271484e+00 9.839651107788085938e+00 4.355757713317871094e+00 2.569428443908691406e+00 7.450541687011718750e+01 1.906564903259277344e+01 5.117092514038085938e+01 1.335913562774658203e+01 7.220643997192382812e+00 6.177503108978271484e+00 9.839651107788085938e+00 4.355757713317871094e+00 2.569428443908691406e+00 7.450541687011718750e+01 1.906564903259277344e+01 5.117092514038085938e+01
8.000000000000000000e+03 1.402123355865478516e+01 5.930651664733886719e+00 4.850381374359130859e+00 1.036797523498535156e+01 3.340574026107788086e+00 2.435677766799926758e+00 7.451549530029296875e+01 1.796243476867675781e+01 4.589909362792968750e+01 1.402123355865478516e+01 5.930651664733886719e+00 4.850381374359130859e+00 1.036797523498535156e+01 3.340574026107788086e+00 2.435677766799926758e+00 7.451549530029296875e+01 1.796243476867675781e+01 4.589909362792968750e+01
9.000000000000000000e+03 1.450353240966796875e+01 4.799778461456298828e+00 4.024129867553710938e+00 1.068576240539550781e+01 2.541796445846557617e+00 2.175433874130249023e+00 7.450772094726562500e+01 1.703161239624023438e+01 4.114678192138671875e+01 1.450353240966796875e+01 4.799778461456298828e+00 4.024129867553710938e+00 1.068576240539550781e+01 2.541796445846557617e+00 2.175433874130249023e+00 7.450772094726562500e+01 1.703161239624023438e+01 4.114678192138671875e+01
1.000000000000000000e+04 1.488044452667236328e+01 3.834013462066650391e+00 3.257297754287719727e+00 1.089822959899902344e+01 1.995829582214355469e+00 1.883926630020141602e+00 7.453955078125000000e+01 1.623485565185546875e+01 3.695220947265625000e+01 1.488044452667236328e+01 3.834013462066650391e+00 3.257297754287719727e+00 1.089822959899902344e+01 1.995829582214355469e+00 1.883926630020141602e+00 7.453955078125000000e+01 1.623485565185546875e+01 3.695220947265625000e+01
1.100000000000000000e+04 1.519696426391601562e+01 3.125855684280395508e+00 2.622581481933593750e+00 1.104972648620605469e+01 1.614712953567504883e+00 1.539118766784667969e+00 7.449703216552734375e+01 1.558653163909912109e+01 3.322224807739257812e+01 1.519696426391601562e+01 3.125855684280395508e+00 2.622581481933593750e+00 1.104972648620605469e+01 1.614712953567504883e+00 1.539118766784667969e+00 7.449703216552734375e+01 1.558653163909912109e+01 3.322224807739257812e+01
1.200000000000000000e+04 1.542605400085449219e+01 2.477377414703369141e+00 2.135199546813964844e+00 1.114891624450683594e+01 1.329770565032958984e+00 1.239755034446716309e+00 7.447386169433593750e+01 1.504177856445312500e+01 2.995931053161621094e+01 1.542605400085449219e+01 2.477377414703369141e+00 2.135199546813964844e+00 1.114891624450683594e+01 1.329770565032958984e+00 1.239755034446716309e+00 7.447386169433593750e+01 1.504177856445312500e+01 2.995931053161621094e+01
1.300000000000000000e+04 1.563561058044433594e+01 2.087548494338989258e+00 1.694351553916931152e+00 1.115334892272949219e+01 1.047686338424682617e+00 9.663326740264892578e-01 7.447029876708984375e+01 1.465024280548095703e+01 2.711436843872070312e+01 1.563561058044433594e+01 2.087548494338989258e+00 1.694351553916931152e+00 1.115334892272949219e+01 1.047686338424682617e+00 9.663326740264892578e-01 7.447029876708984375e+01 1.465024280548095703e+01 2.711436843872070312e+01
1.400000000000000000e+04 1.587027549743652344e+01 1.770149946212768555e+00 1.440604686737060547e+00 1.114449977874755859e+01 8.532011508941650391e-01 7.412155866622924805e-01 7.425969696044921875e+01 1.435713863372802734e+01 2.469709014892578125e+01 1.587027549743652344e+01 1.770149946212768555e+00 1.440604686737060547e+00 1.114449977874755859e+01 8.532011508941650391e-01 7.412155866622924805e-01 7.425969696044921875e+01 1.435713863372802734e+01 2.469709014892578125e+01
1.500000000000000000e+04 1.605986404418945312e+01 1.554314255714416504e+00 1.080942273139953613e+00 1.112425422668457031e+01 7.322753667831420898e-01 5.391282439231872559e-01 7.410836791992187500e+01 1.424871730804443359e+01 2.268823242187500000e+01 1.605986404418945312e+01 1.554314255714416504e+00 1.080942273139953613e+00 1.112425422668457031e+01 7.322753667831420898e-01 5.391282439231872559e-01 7.410836791992187500e+01 1.424871730804443359e+01 2.268823242187500000e+01
1.600000000000000000e+04 1.628666114807128906e+01 1.293123722076416016e+00 9.826416969299316406e-01 1.105957794189453125e+01 6.348013877868652344e-01 4.131787717342376709e-01 7.380149078369140625e+01 1.428593921661376953e+01 2.103127479553222656e+01 1.628666114807128906e+01 1.293123722076416016e+00 9.826416969299316406e-01 1.105957794189453125e+01 6.348013877868652344e-01 4.131787717342376709e-01 7.380149078369140625e+01 1.428593921661376953e+01 2.103127479553222656e+01
1.700000000000000000e+04 1.652269744873046875e+01 1.257576704025268555e+00 8.742165565490722656e-01 1.095834732055664062e+01 5.420979857444763184e-01 2.910536825656890869e-01 7.333178710937500000e+01 1.453474330902099609e+01 1.968159675598144531e+01 1.652269744873046875e+01 1.257576704025268555e+00 8.742165565490722656e-01 1.095834732055664062e+01 5.420979857444763184e-01 2.910536825656890869e-01 7.333178710937500000e+01 1.453474330902099609e+01 1.968159675598144531e+01
1.800000000000000000e+04 1.675878715515136719e+01 1.319419026374816895e+00 7.211526036262512207e-01 1.083301258087158203e+01 4.706211686134338379e-01 2.071214914321899414e-01 7.273616027832031250e+01 1.498192501068115234e+01 1.862004280090332031e+01 1.675878715515136719e+01 1.319419026374816895e+00 7.211526036262512207e-01 1.083301258087158203e+01 4.706211686134338379e-01 2.071214914321899414e-01 7.273616027832031250e+01 1.498192501068115234e+01 1.862004280090332031e+01
1.900000000000000000e+04 1.696355247497558594e+01 1.494972229003906250e+00 6.744155883789062500e-01 1.064637851715087891e+01 4.153350889682769775e-01 1.357029974460601807e-01 7.184677124023437500e+01 1.575465679168701172e+01 1.776068115234375000e+01 1.696355247497558594e+01 1.494972229003906250e+00 6.744155883789062500e-01 1.064637851715087891e+01 4.153350889682769775e-01 1.357029974460601807e-01 7.184677124023437500e+01 1.575465679168701172e+01 1.776068115234375000e+01
2.000000000000000000e+04 1.713831710815429688e+01 1.696377635002136230e+00 6.741927266120910645e-01 1.043581104278564453e+01 3.708269596099853516e-01 1.050020381808280945e-01 7.047459411621093750e+01 1.706907463073730469e+01 1.703579521179199219e+01 1.713831710815429688e+01 1.696377635002136230e+00 6.741927266120910645e-01 1.043581104278564453e+01 3.708269596099853516e-01 1.050020381808280945e-01 7.047459411621093750e+01 1.706907463073730469e+01 1.703579521179199219e+01
2.100000000000000000e+04 1.701349258422851562e+01 2.272813081741333008e+00 4.926372170448303223e-01 9.982326507568359375e+00 3.662832677364349365e-01 9.327463060617446899e-02 6.732523345947265625e+01 2.044716835021972656e+01 1.621598052978515625e+01 1.701349258422851562e+01 2.272813081741333008e+00 4.926372170448303223e-01 9.982326507568359375e+00 3.662832677364349365e-01 9.327463060617446899e-02 6.732523345947265625e+01 2.044716835021972656e+01 1.621598052978515625e+01
2.200000000000000000e+04 3.574800014495849609e+00 2.700787544250488281e+00 1.719239354133605957e+00 4.529235363006591797e+00 7.261875867843627930e-01 7.426638007164001465e-01 1.923448371887207031e+01 1.502827262878417969e+01 2.729135894775390625e+01 3.574800014495849609e+00 2.700787544250488281e+00 1.719239354133605957e+00 4.529235363006591797e+00 7.261875867843627930e-01 7.426638007164001465e-01 1.923448371887207031e+01 1.502827262878417969e+01 2.729135894775390625e+01
2.300000000000000000e+04 1.823828339576721191e+00 2.044402122497558594e+00 1.645623445510864258e+00 2.396687507629394531e+00 6.078723073005676270e-01 6.908270716667175293e-01 1.073696899414062500e+01 9.308011054992675781e+00 1.820194435119628906e+01 1.823828339576721191e+00 2.044402122497558594e+00 1.645623445510864258e+00 2.396687507629394531e+00 6.078723073005676270e-01 6.908270716667175293e-01 1.073696899414062500e+01 9.308011054992675781e+00 1.820194435119628906e+01
2.400000000000000000e+04 1.034669995307922363e+00 1.368780255317687988e+00 1.216675758361816406e+00 1.408892154693603516e+00 4.341036975383758545e-01 5.085659623146057129e-01 6.915199756622314453e+00 6.550974845886230469e+00 1.241412544250488281e+01 1.034669995307922363e+00 1.368780255317687988e+00 1.216675758361816406e+00 1.408892154693603516e+00 4.341036975383758545e-01 5.085659623146057129e-01 6.915199756622314453e+00 6.550974845886230469e+00 1.241412544250488281e+01
2.500000000000000000e+04 6.915262937545776367e-01 1.112962841987609863e+00 1.019289255142211914e+00 8.579383492469787598e-01 3.183076977729797363e-01 2.927477061748504639e-01 4.710286617279052734e+00 4.861229896545410156e+00 8.336361885070800781e+00 6.915262937545776367e-01 1.112962841987609863e+00 1.019289255142211914e+00 8.579383492469787598e-01 3.183076977729797363e-01 2.927477061748504639e-01 4.710286617279052734e+00 4.861229896545410156e+00 8.336361885070800781e+00
