32,8,1172.790799156383,241.2749872835602 
32,16,1175.741436131928,65.8563903958525 
32,32,1242.4117581101127,64.51329236649273 
64,8,1161.6968479036877,79.07000574153734 
64,16,1166.9689012502752,51.027024537131794 
64,32,1176.6014937946816,60.369398451482205 
64,64,1174.702521424253,59.02501916119211 
128,8,1023.46906913817,107.65100712841468 
128,16,1018.745661232899,93.83430218484033 
128,32,1032.823400463701,98.3737568805794 
128,64,960.5336707385179,236.8775495223826 
256,8,842.6155512003513,145.15675048836718 
256,16,794.2654740790734,63.688878414776696 
256,32,798.6783709645205,84.28627159457506 
256,64,713.7888814420544,61.74027765819509 
1,1,159.36809221050606,379.4893432769856 
2,1,186.31792700997286,381.4485598476717 
4,1,207.80912007898183,351.5086146980309 
4,2,344.0369077177955,493.8674840963806 
4,4,597.1375771779665,605.394028683121 
8,1,254.95679394425696,345.9039617163947 
8,2,350.99185497798817,405.9940073849968 
8,4,623.067564300025,565.7713486475515 
8,8,1035.175420480806,405.37766294369396 
16,1,351.0671267540458,311.3200444932528 
16,2,450.01650970897634,414.240290816755 
16,4,672.3850622023647,505.2443798259775 
16,8,1114.8441308671906,422.91871070377886 
16,16,1291.228952928999,37.70757730178878 
1,0,38.39231917762517,1.9171384839913153 
2,0,69.01490962900267,6.708872729292118 
4,0,105.42008710100129,10.57319389626019 
8,0,155.07766046539885,33.61559777716679 
16,0,189.14634816393587,89.8113586461777 
32,0,294.1977546473048,73.54167335064457 
64,0,473.8533773021351,33.39388672043607 
128,0,619.6565076445048,65.20775326055612 
256,0,615.0025246195335,206.26236162595023 
