# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 7.068295497447252274e-03 5.132727622985839844e-01 4.349619674682617188e+01 4.346953964233398438e+01 7.264825049787759781e-03 5.137504339218139648e-01 4.349489974975585938e+01 4.346827697753906250e+01
1.000000000000000000e+03 1.168353176116943359e+01 5.302879810333251953e+00 2.431607723236083984e+00 2.581629276275634766e+00 1.000903511047363281e+01 5.301714897155761719e+00 2.438195705413818359e+00 2.577532529830932617e+00
2.000000000000000000e+03 1.141109848022460938e+01 5.277898311614990234e+00 2.358389139175415039e+00 2.441301107406616211e+00 1.027731895446777344e+01 5.275241374969482422e+00 2.363415718078613281e+00 2.442065000534057617e+00
3.000000000000000000e+03 5.299005508422851562e+00 1.822789430618286133e+00 1.054126620292663574e+00 3.872043266892433167e-02 4.875989437103271484e+00 1.820114016532897949e+00 1.055356860160827637e+00 3.890574723482131958e-02
4.000000000000000000e+03 1.510608792304992676e-01 1.762407086789608002e-02 2.396675990894436836e-03 2.434915862977504730e-03 1.330411434173583984e-01 1.762063801288604736e-02 2.311755204573273659e-03 2.424142556264996529e-03
5.000000000000000000e+03 5.215407535433769226e-02 8.147623389959335327e-03 9.958680020645260811e-04 1.294554793275892735e-03 5.103936418890953064e-02 8.114833384752273560e-03 1.005185768008232117e-03 1.266251434572041035e-03
6.000000000000000000e+03 9.085252135992050171e-02 3.825778607279062271e-03 1.240125973708927631e-03 1.866376493126153946e-03 4.514497146010398865e-02 3.847625339403748512e-03 1.232943614013493061e-03 1.914652064442634583e-03
7.000000000000000000e+03 2.634802274405956268e-02 2.209661528468132019e-03 8.693507988937199116e-04 9.425685857422649860e-04 2.507662400603294373e-02 2.225980162620544434e-03 8.896929211914539337e-04 9.631494176574051380e-04
8.000000000000000000e+03 1.983787491917610168e-02 1.504638232290744781e-03 7.767563220113515854e-04 8.514464134350419044e-04 1.958546228706836700e-02 1.515955547802150249e-03 7.908925763331353664e-04 8.603202295489609241e-04
9.000000000000000000e+03 2.087858691811561584e-02 1.235990668646991253e-03 1.112547237426042557e-03 9.115473367273807526e-04 1.812450774013996124e-02 1.239995472133159637e-03 1.100122346542775631e-03 9.015902178362011909e-04
1.000000000000000000e+04 1.416034158319234848e-02 8.780572679825127125e-04 7.003920036368072033e-04 6.977150915190577507e-04 1.388668827712535858e-02 8.733771392144262791e-04 6.887751515023410320e-04 7.195387734100222588e-04
1.100000000000000000e+04 1.909990012645721436e-01 3.310609841719269753e-03 3.872268367558717728e-03 8.921219268813729286e-04 5.011210218071937561e-02 3.304685698822140694e-03 3.752400167286396027e-03 8.884319104254245758e-04
1.200000000000000000e+04 3.827772662043571472e-02 1.506950007751584053e-03 1.036732224747538567e-03 8.054772624745965004e-04 2.060690335929393768e-02 1.524759223684668541e-03 1.046556048095226288e-03 8.099715923890471458e-04
1.300000000000000000e+04 1.324647758156061172e-02 5.960193811915814877e-04 6.435062387026846409e-04 7.578749209642410278e-04 1.141394674777984619e-02 6.258934736251831055e-04 6.750811589881777763e-04 7.706822361797094345e-04
1.400000000000000000e+04 5.284353718161582947e-02 1.222223392687737942e-03 9.863052982836961746e-04 1.345871132798492908e-03 2.488991059362888336e-02 1.225623767822980881e-03 1.001715776510536671e-03 1.270355074666440487e-03
1.500000000000000000e+04 8.633572608232498169e-03 3.766824665945023298e-04 5.702048656530678272e-04 6.160836201161146164e-04 8.455814793705940247e-03 3.808128531090915203e-04 5.797516787424683571e-04 6.055004778318107128e-04
1.600000000000000000e+04 2.825711295008659363e-02 7.737645064480602741e-04 8.823983953334391117e-04 5.688020610250532627e-04 1.295936666429042816e-02 7.347126374952495098e-04 8.329150732606649399e-04 5.268221138976514339e-04
1.700000000000000000e+04 1.078354939818382263e-02 3.207257250323891640e-04 5.065266741439700127e-04 5.590688087977468967e-04 8.396737277507781982e-03 3.332130145281553268e-04 5.141925066709518433e-04 5.573356756940484047e-04
1.800000000000000000e+04 9.175620973110198975e-03 2.894708595704287291e-04 4.735045367851853371e-04 4.928375128656625748e-04 7.789412047713994980e-03 3.103727067355066538e-04 4.712966911029070616e-04 4.984674160368740559e-04
