# x
0.000000000000000000e+00 1.953125000000000000e-03
0.000000000000000000e+00 2.929687500000000000e-03
0.000000000000000000e+00 3.906250000000000000e-03
0.000000000000000000e+00 5.859375000000000000e-03
0.000000000000000000e+00 7.812500000000000000e-03
0.000000000000000000e+00 9.765625000000000000e-03
0.000000000000000000e+00 1.171875000000000000e-02
0.000000000000000000e+00 1.367187500000000000e-02
0.000000000000000000e+00 1.562500000000000000e-02
0.000000000000000000e+00 1.757812500000000000e-02
0.000000000000000000e+00 1.855468750000000000e-02
0.000000000000000000e+00 1.953125000000000000e-02
0.000000000000000000e+00 2.148437500000000000e-02
0.000000000000000000e+00 2.343750000000000000e-02
0.000000000000000000e+00 2.539062500000000000e-02
0.000000000000000000e+00 2.636718750000000000e-02
0.000000000000000000e+00 2.734375000000000000e-02
0.000000000000000000e+00 2.929687500000000000e-02
0.000000000000000000e+00 3.125000000000000000e-02
0.000000000000000000e+00 3.320312500000000000e-02
0.000000000000000000e+00 3.417968750000000000e-02
0.000000000000000000e+00 3.515625000000000000e-02
0.000000000000000000e+00 3.710937500000000000e-02
0.000000000000000000e+00 3.906250000000000000e-02
0.000000000000000000e+00 4.101562500000000000e-02
0.000000000000000000e+00 4.199218750000000000e-02
0.000000000000000000e+00 4.296875000000000000e-02
0.000000000000000000e+00 4.492187500000000000e-02
0.000000000000000000e+00 4.687500000000000000e-02
0.000000000000000000e+00 4.882812500000000000e-02
0.000000000000000000e+00 4.980468750000000000e-02
0.000000000000000000e+00 5.078125000000000000e-02
0.000000000000000000e+00 5.273437500000000000e-02
0.000000000000000000e+00 5.468750000000000000e-02
0.000000000000000000e+00 5.664062500000000000e-02
0.000000000000000000e+00 5.761718750000000000e-02
0.000000000000000000e+00 5.859375000000000000e-02
0.000000000000000000e+00 6.054687500000000000e-02
0.000000000000000000e+00 6.250000000000000000e-02
0.000000000000000000e+00 6.445312500000000000e-02
0.000000000000000000e+00 6.542968750000000000e-02
0.000000000000000000e+00 6.640625000000000000e-02
0.000000000000000000e+00 6.835937500000000000e-02
0.000000000000000000e+00 7.031250000000000000e-02
0.000000000000000000e+00 7.226562500000000000e-02
0.000000000000000000e+00 7.324218750000000000e-02
0.000000000000000000e+00 7.421875000000000000e-02
0.000000000000000000e+00 7.617187500000000000e-02
0.000000000000000000e+00 7.812500000000000000e-02
0.000000000000000000e+00 8.007812500000000000e-02
0.000000000000000000e+00 8.105468750000000000e-02
0.000000000000000000e+00 8.203125000000000000e-02
0.000000000000000000e+00 8.398437500000000000e-02
0.000000000000000000e+00 8.593750000000000000e-02
0.000000000000000000e+00 8.789062500000000000e-02
0.000000000000000000e+00 8.886718750000000000e-02
0.000000000000000000e+00 8.984375000000000000e-02
0.000000000000000000e+00 9.179687500000000000e-02
0.000000000000000000e+00 9.375000000000000000e-02
0.000000000000000000e+00 9.570312500000000000e-02
0.000000000000000000e+00 9.667968750000000000e-02
0.000000000000000000e+00 9.765625000000000000e-02
0.000000000000000000e+00 9.960937500000000000e-02
0.000000000000000000e+00 1.015625000000000000e-01
0.000000000000000000e+00 1.035156250000000000e-01
0.000000000000000000e+00 1.044921875000000000e-01
0.000000000000000000e+00 1.054687500000000000e-01
0.000000000000000000e+00 1.074218750000000000e-01
0.000000000000000000e+00 1.093750000000000000e-01
0.000000000000000000e+00 1.113281250000000000e-01
0.000000000000000000e+00 1.123046875000000000e-01
0.000000000000000000e+00 1.132812500000000000e-01
0.000000000000000000e+00 1.152343750000000000e-01
0.000000000000000000e+00 1.171875000000000000e-01
0.000000000000000000e+00 1.191406250000000000e-01
