# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.772013865411281586e-02 2.363452687859535217e-02 4.075807929039001465e-01 1.772076450288295746e-02 2.363452687859535217e-02 4.075807929039001465e-01
1.000000000000000000e+03 3.478209301829338074e-02 2.050789480563253164e-04 5.080441758036613464e-02 3.479410335421562195e-02 2.050789480563253164e-04 5.080441758036613464e-02
2.000000000000000000e+03 2.670417912304401398e-02 2.425547791062854230e-05 3.683684021234512329e-02 2.670734375715255737e-02 2.425547791062854230e-05 3.683684021234512329e-02
3.000000000000000000e+03 1.250963937491178513e-02 6.733603368047624826e-05 1.032997202128171921e-02 1.186726149171590805e-02 6.733603368047624826e-05 1.032997202128171921e-02
4.000000000000000000e+03 5.042849574238061905e-03 1.661409442021977156e-05 2.863923786208033562e-03 4.918716847896575928e-03 1.661409442021977156e-05 2.863923786208033562e-03
5.000000000000000000e+03 3.527139313519001007e-03 2.235273495898582041e-05 1.740960986353456974e-03 3.435943741351366043e-03 2.235273495898582041e-05 1.740960986353456974e-03
6.000000000000000000e+03 2.489487407729029655e-03 1.632620114833116531e-05 1.205056323669850826e-03 2.443535020574927330e-03 1.632620114833116531e-05 1.205056323669850826e-03
7.000000000000000000e+03 2.269042655825614929e-03 1.208074627356836572e-05 9.472453966736793518e-04 2.235249616205692291e-03 1.208074627356836572e-05 9.472453966736793518e-04
8.000000000000000000e+03 1.857950119301676750e-03 1.697121842880733311e-05 8.090104674920439720e-04 1.833168207667768002e-03 1.697121842880733311e-05 8.090104674920439720e-04
9.000000000000000000e+03 1.537201576866209507e-03 1.445422094548121095e-05 7.037505274638533592e-04 1.512276707217097282e-03 1.445422094548121095e-05 7.037505274638533592e-04
1.000000000000000000e+04 1.258764998055994511e-03 1.712833000055979937e-05 6.181346252560615540e-04 1.241634250618517399e-03 1.712833000055979937e-05 6.181346252560615540e-04
1.000000000000000000e+04 1.258764998055994511e-03 1.712833000055979937e-05 6.181346252560615540e-04 1.241634250618517399e-03 1.712833000055979937e-05 6.181346252560615540e-04
1.003900000000000000e+04 1.227190252393484116e-03 9.376983143738470972e-06 6.185609963722527027e-04 1.208291505463421345e-03 9.376983143738470972e-06 6.185609963722527027e-04
1.003900000000000000e+04 1.774733141064643860e-02 9.376983143738470972e-06 6.185609963722527027e-04 1.208291505463421345e-03 9.376983143738470972e-06 6.185609963722527027e-04
1.100000000000000000e+04 1.609490485861897469e-03 5.297134975990047678e-06 7.780302548781037331e-04 1.529586967080831528e-03 5.297134975990047678e-06 7.780302548781037331e-04
1.200000000000000000e+04 1.407485920935869217e-03 2.458750486766803078e-06 6.474048132076859474e-04 1.353740226477384567e-03 2.458750486766803078e-06 6.474048132076859474e-04
1.300000000000000000e+04 1.134537626057863235e-03 4.351309144112747163e-06 5.610181833617389202e-04 1.119219698011875153e-03 4.351309144112747163e-06 5.610181833617389202e-04
1.400000000000000000e+04 1.336164306849241257e-03 4.831962542084511369e-06 4.813720588572323322e-04 1.299096154980361462e-03 4.831962542084511369e-06 4.813720588572323322e-04
1.500000000000000000e+04 8.380797225981950760e-04 4.992807134840404615e-06 4.567144496832042933e-04 8.316551102325320244e-04 4.992807134840404615e-06 4.567144496832042933e-04
1.600000000000000000e+04 1.081984606571495533e-03 1.187757698062341660e-05 4.405124054756015539e-04 1.082240720279514790e-03 1.187757698062341660e-05 4.405124054756015539e-04
1.700000000000000000e+04 8.809517021290957928e-04 2.039489572780439630e-06 4.000197513960301876e-04 8.744440274313092232e-04 2.039489572780439630e-06 4.000197513960301876e-04
1.700000000000000000e+04 8.809517021290957928e-04 2.039489572780439630e-06 4.000197513960301876e-04 8.744440274313092232e-04 2.039489572780439630e-06 4.000197513960301876e-04
1.704500000000000000e+04 6.769897881895303726e-04 4.056808393215760589e-06 4.070470167789608240e-04 6.747082225047051907e-04 4.056808393215760589e-06 4.070470167789608240e-04
1.704500000000000000e+04 7.044554222375154495e-03 4.056808393215760589e-06 4.070470167789608240e-04 6.747082225047051907e-04 4.056808393215760589e-06 4.070470167789608240e-04
1.800000000000000000e+04 7.636786322109401226e-04 3.930695129383821040e-06 4.359214508440345526e-04 7.102750823833048344e-04 3.930695129383821040e-06 4.359214508440345526e-04
1.900000000000000000e+04 6.284698611125349998e-04 1.946489874171675183e-06 4.172866174485534430e-04 5.986578180454671383e-04 1.946489874171675183e-06 4.172866174485534430e-04
2.000000000000000000e+04 5.937940441071987152e-04 5.112819508212851360e-06 4.097927012480795383e-04 5.684543284587562084e-04 5.112819508212851360e-06 4.097927012480795383e-04
2.100000000000000000e+04 8.768732659518718719e-04 3.534639745339518413e-06 3.405790193937718868e-04 7.702197763137519360e-04 3.534639745339518413e-06 3.405790193937718868e-04
2.100000000000000000e+04 8.768732659518718719e-04 3.534639745339518413e-06 3.405790193937718868e-04 7.702197763137519360e-04 3.534639745339518413e-06 3.405790193937718868e-04
2.103600000000000000e+04 5.196184501983225346e-04 4.069373062520753592e-06 3.672360908240079880e-04 5.123647279106080532e-04 4.069373062520753592e-06 3.672360908240079880e-04
2.103600000000000000e+04 3.157965140417218208e-03 4.069373062520753592e-06 3.672360908240079880e-04 5.123647279106080532e-04 4.069373062520753592e-06 3.672360908240079880e-04
2.200000000000000000e+04 5.638523725792765617e-04 2.122382284142076969e-06 4.251299833413213491e-04 5.563668673858046532e-04 2.122382284142076969e-06 4.251299833413213491e-04
2.300000000000000000e+04 5.119999404996633530e-04 4.194456778350286186e-06 3.885400074068456888e-04 5.104272277094423771e-04 4.194456778350286186e-06 3.885400074068456888e-04
2.400000000000000000e+04 5.682025803253054619e-04 5.725247319787740707e-06 3.546719963196665049e-04 5.416724015958607197e-04 5.725247319787740707e-06 3.546719963196665049e-04
2.400000000000000000e+04 5.682025803253054619e-04 5.725247319787740707e-06 3.546719963196665049e-04 5.416724015958607197e-04 5.725247319787740707e-06 3.546719963196665049e-04
2.403800000000000000e+04 4.778607108164578676e-04 4.552159225568175316e-06 3.686275158543139696e-04 4.761084855999797583e-04 4.552159225568175316e-06 3.686275158543139696e-04
2.403800000000000000e+04 1.509209629148244858e-03 4.552159225568175316e-06 3.686275158543139696e-04 4.761084855999797583e-04 4.552159225568175316e-06 3.686275158543139696e-04
