# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 9.496703147888183594e-01 5.070961080491542816e-03 9.419029951095581055e-01 5.070961080491542816e-03
1.000000000000000000e+03 2.267913660034537315e-04 3.426845185458660126e-03 1.642764545977115631e-04 3.426845185458660126e-03
2.000000000000000000e+03 1.374510466121137142e-04 3.485996741801500320e-03 9.659065835876390338e-05 3.485996741801500320e-03
3.000000000000000000e+03 2.245609939564019442e-04 2.700252924114465714e-03 1.580747630214318633e-04 2.700252924114465714e-03
4.000000000000000000e+03 2.862860565073788166e-04 1.894581480883061886e-03 1.853725116234272718e-04 1.894581480883061886e-03
5.000000000000000000e+03 1.075853127986192703e-03 1.451608608476817608e-03 9.908070787787437439e-04 1.451608608476817608e-03
6.000000000000000000e+03 1.863781799329444766e-04 5.954940570518374443e-04 1.376874424749985337e-04 5.954940570518374443e-04
7.000000000000000000e+03 1.332533720415085554e-04 4.468467377591878176e-04 1.055439934134483337e-04 4.468467377591878176e-04
8.000000000000000000e+03 1.175644065369851887e-04 3.618049377109855413e-04 9.841169958235695958e-05 3.618049377109855413e-04
9.000000000000000000e+03 2.405159466434270144e-04 3.592750581447035074e-04 2.274942962685599923e-04 3.592750581447035074e-04
1.000000000000000000e+04 1.180827312055043876e-04 2.952854265458881855e-04 9.546337241772562265e-05 2.952854265458881855e-04
1.100000000000000000e+04 1.207529130624607205e-04 2.880423562601208687e-04 1.110545999836176634e-04 2.880423562601208687e-04
1.200000000000000000e+04 5.324048834154382348e-05 2.494103100616484880e-04 4.254513987689279020e-05 2.494103100616484880e-04
1.300000000000000000e+04 1.036973480950109661e-04 2.267104282509535551e-04 8.368303679162636399e-05 2.267104282509535551e-04
1.400000000000000000e+04 1.907470723381265998e-04 2.556410327088087797e-04 1.805588544812053442e-04 2.556410327088087797e-04
1.500000000000000000e+04 5.218938167672604322e-05 2.175939589506015182e-04 4.657533281715586782e-05 2.175939589506015182e-04
1.600000000000000000e+04 1.472705043852329254e-04 2.003701665671542287e-04 1.319577713729813695e-04 2.003701665671542287e-04
1.700000000000000000e+04 2.825997034960892051e-05 1.911417639348655939e-04 2.311480966454837471e-05 1.911417639348655939e-04
1.800000000000000000e+04 2.733250039455015212e-05 1.857233000919222832e-04 2.221915929112583399e-05 1.857233000919222832e-04
1.900000000000000000e+04 7.899894990259781480e-05 1.896734320325776935e-04 6.073532131267711520e-05 1.896734320325776935e-04
2.000000000000000000e+04 2.351699004066176713e-05 1.766320783644914627e-04 1.915177381306421012e-05 1.766320783644914627e-04
2.100000000000000000e+04 4.566839488688856363e-04 1.875023008324205875e-04 4.607443406712263823e-04 1.875023008324205875e-04
2.200000000000000000e+04 2.264478825964033604e-05 1.692608930170536041e-04 1.811142465157900006e-05 1.692608930170536041e-04
2.300000000000000000e+04 3.759771061595529318e-05 1.636140950722619891e-04 3.488925358396954834e-05 1.636140950722619891e-04
2.400000000000000000e+04 1.673788210609927773e-05 1.607810554560273886e-04 1.276773491554195061e-05 1.607810554560273886e-04
2.500000000000000000e+04 4.925934626953676343e-05 1.611609332030639052e-04 4.463142249733209610e-05 1.611609332030639052e-04
2.600000000000000000e+04 6.444279279094189405e-05 1.786194916348904371e-04 5.404755575000308454e-05 1.786194916348904371e-04
2.700000000000000000e+04 1.510233050794340670e-05 1.499411446275189519e-04 1.153545235865749419e-05 1.499411446275189519e-04
2.800000000000000000e+04 2.803865936584770679e-05 1.554492773720994592e-04 2.318174119864124805e-05 1.554492773720994592e-04
2.900000000000000000e+04 1.678118860581889749e-05 1.432771678082644939e-04 1.331478233623784035e-05 1.432771678082644939e-04
3.000000000000000000e+04 1.427601819159463048e-05 1.398853346472606063e-04 1.121437071560649201e-05 1.398853346472606063e-04
3.100000000000000000e+04 4.519477952271699905e-04 1.871616113930940628e-04 4.349253140389919281e-04 1.871616113930940628e-04
3.200000000000000000e+04 1.852348577813245356e-05 1.342678151559084654e-04 1.553863512526731938e-05 1.342678151559084654e-04
3.300000000000000000e+04 1.440861615265021101e-05 1.297030685236677527e-04 1.149516174336895347e-05 1.297030685236677527e-04
3.400000000000000000e+04 1.313176744588417932e-05 1.260294957319274545e-04 1.035969762597233057e-05 1.260294957319274545e-04
3.500000000000000000e+04 2.777993358904495835e-05 1.240103592863306403e-04 2.494414911780040711e-05 1.240103592863306403e-04
3.600000000000000000e+04 1.733439239615108818e-05 1.216266609844751656e-04 1.411743050994118676e-05 1.216266609844751656e-04
3.700000000000000000e+04 1.914891072374302894e-05 1.156959842774085701e-04 1.611340667295735329e-05 1.156959842774085701e-04
3.800000000000000000e+04 2.900421895901672542e-05 1.133772602770477533e-04 2.302683424204587936e-05 1.133772602770477533e-04
3.900000000000000000e+04 3.834560047835111618e-04 1.114314218284562230e-04 3.686841810122132301e-04 1.114314218284562230e-04
4.000000000000000000e+04 1.196991343022091314e-05 1.053093874361366034e-04 9.892441084957681596e-06 1.053093874361366034e-04
4.100000000000000000e+04 1.255248844245215878e-05 1.022122305585071445e-04 1.064129173755645752e-05 1.022122305585071445e-04
4.200000000000000000e+04 2.849251177394762635e-05 1.010663909255526960e-04 2.771417712210677564e-05 1.010663909255526960e-04
4.300000000000000000e+04 2.204382508352864534e-05 9.739089000504463911e-05 1.799902747734449804e-05 9.739089000504463911e-05
4.400000000000000000e+04 1.376730233459966257e-05 9.423249139217659831e-05 1.195562617795076221e-05 9.423249139217659831e-05
4.500000000000000000e+04 1.395427389070391655e-04 9.524059714749455452e-05 1.326921046711504459e-04 9.524059714749455452e-05
4.600000000000000000e+04 1.109759250539354980e-05 8.910056931199505925e-05 9.324152415501885116e-06 8.910056931199505925e-05
4.700000000000000000e+04 1.627756864763796329e-05 8.749844710109755397e-05 1.407112449669511989e-05 8.749844710109755397e-05
4.800000000000000000e+04 2.906674490077421069e-05 8.902154513634741306e-05 2.639014564920216799e-05 8.902154513634741306e-05
4.900000000000000000e+04 1.590852662047836930e-05 8.293346763821318746e-05 1.324725417362060398e-05 8.293346763821318746e-05
5.000000000000000000e+04 1.804991188691928983e-05 8.162950689438730478e-05 1.701715154922567308e-05 8.162950689438730478e-05
5.000000000000000000e+04 1.804991188691928983e-05 8.162950689438730478e-05 1.701715154922567308e-05 8.162950689438730478e-05
5.100000000000000000e+04 1.079047251550946385e-05 2.931897324742749333e-05 1.701715154922567308e-05 8.162950689438730478e-05
5.200000000000000000e+04 6.846822088846238330e-06 1.690552016953006387e-05 1.701715154922567308e-05 8.162950689438730478e-05
5.300000000000000000e+04 4.816951786779100075e-06 1.420606440660776570e-05 1.701715154922567308e-05 8.162950689438730478e-05
5.400000000000000000e+04 3.093173745583044365e-06 1.192030049423919991e-05 1.701715154922567308e-05 8.162950689438730478e-05
5.500000000000000000e+04 2.580308319011237472e-06 1.021241041598841548e-05 1.701715154922567308e-05 8.162950689438730478e-05
5.534300000000000000e+04 2.616741539895883761e-06 9.514413250144571066e-06 3.719938376889331266e-06 9.514413250144571066e-06
